Locus-name_V1_12X,Functional-annotation,Name-EC-KeggID,Updated-name,Network1,Network2
VIT_15s0024g00610,Retroelement,,,,
VIT_15s0024g00620,Terminal flower 2 protein,TFL2,,vv30009Flower_development,
VIT_15s0024g00630,Pyruvate decarboxylase isozyme 2,E4_1_1_1,,vv10010Glycolysis,
VIT_15s0024g00640,SIGB (SIGMA factor B),SIGB_1,,vv23020RNA_polymerase,vv60057Sigma70-like
VIT_15s0024g00650,SWIB complex BAF60b domain-containing protein,SWIB_7,,vv60092SWIB,
VIT_15s0024g00660,Esterase,,,,
VIT_15s0024g00670,No hit,,,,
VIT_15s0024g00680,No hit,,,,
VIT_15s0024g00690,Unknown protein,,,,
VIT_15s0024g00700,Lysyl-tRNA synthetase,E6_1_1_6,,vv10300Lysine_biosynthesis,vv20970Aminoacyl-tRNA_biosynthesis
VIT_15s0024g00710,Gag-pol polyprotein,,,,
VIT_15s0024g00720,Delta 1-pyrroline-5-carboxylate synthetase,E1_5_1_2,,vv10330Arginine_and_proline_metabolism,
VIT_15s0024g00730,Ankyrin,K10380,,vv50108Accessory_factors_involved_in_transport,
VIT_15s0024g00740,No hit,,,,
VIT_15s0024g00750,No hit,,,,
VIT_15s0024g00760,No hit,,,,
VIT_15s0024g00770,No hit,,,,
VIT_15s0024g00780,No hit,,,,
VIT_15s0024g00790,TRNA (guanine-N(1)-)-methyltransferase,E2_1_1_31,,vv10271Methionine_metabolism,
VIT_15s0024g00800,No hit,,,,
VIT_15s0024g00810,Retrovirus Pol polyprotein,,,,
VIT_15s0024g00820,Stress-induced protein,,,,
VIT_15s0024g00830,No hit,,,,
VIT_15s0024g00840,ABC transporter F member 2,ABCF2,,vv52010ABC_transporters,
VIT_15s0024g00850,Geranylgeranyl diphosphate synthase,E2_5_1_29,,vv10100Biosynthesis_of_steroids,vv10900Terpenoid_biosynthesis
VIT_15s0024g00860,Unknown,,,,
VIT_15s0024g00870,Unknown,,,,
VIT_15s0024g00880,No hit,,,,
VIT_15s0024g00890,Constitutive disease resistance 1 CDR1,,,,
VIT_15s0024g00900,No hit,,,,
VIT_15s0024g00910,NFD4 (nuclear fusion defective 4),,,,
VIT_15s0024g00920,NFD4 (nuclear fusion defective 4),,,,
VIT_15s0024g00930,VRN1 (reduced vernalization response 1),VRN1_3,,vv30009Flower_development,vv60001ABI3VP1
VIT_15s0024g00940,Tetratricopeptide helical,,,,
VIT_15s0024g00950,Transposase AC,,,,
VIT_15s0024g00960,Kinase interacting,,,,
VIT_15s0024g00970,Retrovirus Pol polyprotein,,,,
VIT_15s0024g00980,Amidase,E3_5_1_4,,vv10220Urea_cycle_and_metabolism_of_amino_groups,vv10360Phenylalanine_metabolism
VIT_15s0024g00990,Unknown,,,,
VIT_15s0024g01000,Retrovirus Pol polyprotein,,,,
VIT_15s0024g01010,Amidase,E3_5_1_4,,vv10220Urea_cycle_and_metabolism_of_amino_groups,vv10360Phenylalanine_metabolism
VIT_15s0024g01020,Amidase,E3_5_1_4,,vv10220Urea_cycle_and_metabolism_of_amino_groups,vv10360Phenylalanine_metabolism
VIT_15s0024g01030,GLT1 (NADH-dependent glutamate synthase 1 gene),E1_4_1_14,,vv10251Glutamate_metabolism,vv10910Nitrogen_metabolism
VIT_15s0024g01040,Clathrin binding,,,,
VIT_15s0024g01050,Tubulin beta-8,K07375,,vv44145Phagosome,vv44810Regulation_of_actin_cytoskeleton
VIT_15s0024g01060,Unknown,,,,
VIT_15s0024g01070,No hit,,,,
VIT_15s0024g01080,No hit,,,,
VIT_15s0024g01090,Dihydropyrimidinase,E3_5_2_2,,vv10240Pyrimidine_metabolism,vv10410Beta-alanine_metabolism
VIT_15s0024g01100,Calmodulin-binding protein MPCBP,,,,
VIT_15s0024g01110,No hit,,,,
VIT_15s0024g01120,Vacuolar protein sorting 41 (VPS41),VPS41,,vv50110Protein_coat,
VIT_15s0024g01130,No hit,,,,
VIT_15s0024g01140,Retrovirus Pol polyprotein,,,,
VIT_15s0024g01150,No hit,,,,
VIT_15s0024g01160,No hit,,,,
VIT_15s0024g01170,No hit,,,,
VIT_15s0024g01180,No hit,,,,
VIT_15s0024g01190,No hit,,,,
VIT_15s0024g01200,Unknown,,,,
VIT_15s0024g01210,Unknown,,,,
VIT_15s0024g01220,Splicing factor 3B subunit 3,,,,
VIT_15s0024g01230,No hit,,,,
VIT_15s0024g01240,Small nuclear ribonucleoprotein D3,K11088,,vv23040Spliceosome,
VIT_15s0024g01250,U-box domain-containing protein 15,,,,
VIT_15s0024g01260,DJ-1 protein / protease,,,,
VIT_15s0024g01270,Clavata1 receptor kinase (CLV1),,,,
VIT_15s0024g01280,Peptidyl-prolyl cis-trans isomerase NIMA-interacting 1,K09578,,,
VIT_15s0024g01290,No hit,,,,
VIT_15s0024g01300,No hit,,,,
VIT_15s0024g01310,No hit,,,,
VIT_15s0024g01320,No hit,,,,
VIT_15s0024g01330,No hit,,,,
VIT_15s0024g01340,Oxidoreductase NQR,K07119,,,
VIT_15s0024g01350,Copia protein,,,,
VIT_15s0024g01360,Polyprotein,,,,
VIT_15s0024g01370,Copia protein,,,,
VIT_15s0024g01380,Gag-pol polyprotein,,,,
VIT_15s0024g01390,Transposon  CACTA,,,,
VIT_15s0024g01400,Retrovirus Pol polyprotein,,,,
VIT_15s0024g01410,High-mobility group A,HMGA,,vv60035HMG,
VIT_15s0024g01420,DEAD (Asp-Glu-Ala-Asp) box polypeptide 18,DDX18,,vv50133Primary_active_transporter_cat_A9_to_A18,
VIT_15s0024g01430,No hit,,,,
VIT_15s0024g01440,Glucose 6 phosphate/phosphate translocator-like protein,GPT,,vv50122Porters_cat_7_to_17,
VIT_15s0024g01450,Transcriptional co-repressor,,,,
VIT_15s0024g01460,FtsH protease,K03798,,vv50133Primary_active_transporter_cat_A9_to_A18,
VIT_15s0024g01470,Nuclear matrix protein 1,,,,
VIT_15s0024g01480,Retrovirus Pol polyprotein,,,,
VIT_15s0024g01490,Callose synthase catalytic subunit,E2_4_1_34,,vv10500Starch_and_sucrose_metabolism,
VIT_15s0024g01500,No hit,,,,
VIT_15s0024g01510,Pentatricopeptide (PPR) repeat-containing protein,,,,
VIT_15s0024g01520,No hit,,,,
VIT_15s0024g01530,No hit,,,,
VIT_15s0024g01540,Glutathione S-transferase 8 GSTU8,E2_5_1_18_GSTU8,,vv10480Glutathione_metabolism,
VIT_15s0024g01550,No hit,,,,
VIT_15s0024g01560,Retroelement,,,,
VIT_15s0024g01570,No hit,,,,
VIT_15s0024g01580,No hit,,,,
VIT_15s0024g01590,No hit,,,,
VIT_15s0024g01600,No hit,,,,
VIT_15s0024g01610,Transposon,,,,
VIT_15s0024g01620,Pentatricopeptide repeat-containing protein,,,,
VIT_15s0024g01630,Glutathione S-transferase 8 GSTU8,E2_5_1_18_GSTU8,,vv10480Glutathione_metabolism,
VIT_15s0024g01640,No hit,,,,
VIT_15s0024g01650,Glutathione S-transferase 8 GSTU8,E2_5_1_18_GSTU8,,vv10480Glutathione_metabolism,
VIT_15s0024g01660,Retrovirus Pol polyprotein,,,,
VIT_15s0024g01670,Receptor kinase RK20-1,,,,
VIT_15s0024g01680,No hit,,,,
VIT_15s0024g01690,No hit,,,,
VIT_15s0024g01700,Receptor kinase CHRK1,,,,
VIT_15s0024g01710,No hit,,,,
VIT_15s0024g01720,TIR-NBS-LRR type R protein 7,,,,
VIT_15s0024g01730,Transposon,,,,
VIT_15s0024g01740,Retrovirus Pol polyprotein,,,,
VIT_15s0024g01750,Protein kinase,,,,
VIT_15s0024g01760,R protein L6,K13477,,vv34627R_proteins_from_Plant-pathogen_interaction,
VIT_15s0024g01770,No hit,,,,
VIT_15s0024g01780,Retrovirus Pol polyprotein,,,,
VIT_15s0024g01790,Zinc finger (C3HC4-type ring finger),ZFC3HC4_233,,vv60078Other_zf-C3HC4,
VIT_15s0024g01800,No hit,,,,
VIT_15s0024g01810,No hit,,,,
VIT_15s0024g01820,No hit,,,,
VIT_15s0024g01830,CYP706A12,,,,
VIT_15s0024g01840,Transposon,,,,
VIT_15s0024g01850,Taxadiene 5-alpha-hydroxylase cytochrome P450,E1_14_99_37,,vv10904Diterpenoid_biosynthesis,
VIT_15s0024g01860,MADS-box protein AGL24,AGL24_1,,vv30009Flower_development,vv60042MADS
VIT_15s0024g01870,Copia protein,,,,
VIT_15s0024g01880,Transposon,,,,
VIT_15s0024g01890,No hit,,,,
VIT_15s0024g01900,No hit,,,,
VIT_15s0024g01910,No hit,,,,
VIT_15s0024g01920,PIF-like transposase,,,,
VIT_15s0024g01930,No hit,,,,
VIT_15s0024g01940,No hit,,,,
VIT_15s0024g01950,No hit,,,,
VIT_15s0024g01960,DNA-directed RNA polymerase subunit beta',K03046,,vv23020RNA_polymerase,
VIT_15s0024g01970,Transposon,,,,
VIT_15s0024g01980,No hit,,,,
VIT_15s0024g01990,Zinc finger (C3HC4-type ring finger),ZFC3HC4_234,,vv60078Other_zf-C3HC4,
VIT_15s0024g02000,MADS-box protein AGL24,AGL24_3,,vv30009Flower_development,vv60042MADS
VIT_15s0045g00010,No hit,,,,
VIT_15s0045g00020,No hit,,,,
VIT_15s0045g00030,No hit,,,,
VIT_15s0045g00040,Copper-binding family protein,,,,
VIT_15s0045g00050,Protein phosphatase 2A 65 kDa regulatory subunit,K03456,,vv23015mRNA_surveillance_pathway,vv34020Calcium_signaling_pathway
VIT_15s0045g00060,Cytokinesis Sec1 protein (KEULE),KEULE,,vv24130SNARE_interactions_in_vesicular_transport,vv44110Cell_cycle
VIT_15s0045g00070,Aminopeptidase,,,,
VIT_15s0045g00080,No hit,,,,
VIT_15s0045g00090,ABC transporter C member 9,K05033,,vv52010ABC_transporters,
VIT_15s0045g00100,No hit,,,,
VIT_15s0045g00110,Ribosomal protein L4e RPL4D,K02930,,vv23010Ribosome,
VIT_15s0045g00120,No hit,,,,
VIT_15s0045g00130,No hit,,,,
VIT_15s0045g00140,No hit,,,,
VIT_15s0045g00150,No hit,,,,
VIT_15s0045g00160,No hit,,,,
VIT_15s0045g00170,No hit,,,,
VIT_15s0045g00180,No hit,,,,
VIT_15s0045g00190,NADP dependent malic enzyme,E1_1_1_40,,vv10620Pyruvate_metabolism,vv10710Carbon_fixation
VIT_15s0045g00200,CTV.22,,,,
VIT_15s0045g00210,Transposon  CACTA,,,,
VIT_15s0045g00220,No hit,,,,
VIT_15s0045g00230,No hit,,,,
VIT_15s0045g00240,Auxilin,,,,
VIT_15s0045g00250,Auxilin,,,,
VIT_15s0045g00260,No hit,,,,
VIT_15s0045g00270,Serine/threonine-protein phosphatase BSL3,BSL3,,vv30005Brassinosteroids_signaling,
VIT_15s0045g00280,Transposon,,,,
VIT_15s0045g00290,ECT2,,,,
VIT_15s0045g00300,Ankyrin repeat,,,,
VIT_15s0045g00310,Cyclin dependent kinase A CDKA1,K02087,,vv44110Cell_cycle,
VIT_15s0045g00320,No hit,,,,
VIT_15s0045g00330,Ring-H2 finger protein ATL3A,,,,
VIT_15s0045g00340,Transposon  CACTA,,,,
VIT_15s0045g00350,No hit,,,,
VIT_15s0045g00360,No hit,,,,
VIT_15s0045g00370,Phosphatidylglycerol specific phospholipase C,E3_1_4_3,,vv10260Glycine_serine_and_threonine_metabolism,vv10562Inositol_phosphate_metabolism
VIT_15s0045g00380,Phosphoesterase,,,,
VIT_15s0045g00390,No hit,,,,
VIT_15s0045g00400,Retrovirus Pol polyprotein,,,,
VIT_15s0045g00410,Gypsy retrotransposon integrase,,,,
VIT_15s0045g00420,Shaggy protein kinase alpha SK11,,,,
VIT_15s0045g00430,No hit,,,,
VIT_15s0045g00440,Disease resistance protein (TIR-NBS-LRR class),,,,
VIT_15s0045g00450,No hit,,,,
VIT_15s0045g00460,WD-repeat protein,,,,
VIT_15s0045g00470,Unknown,,,,
VIT_15s0045g00480,Unknown,,,,
VIT_15s0045g00490,SKP1-like 2 ASK2,K03094,,vv24120Ubiquitin_mediated_proteolysis,vv24141Protein_processing_in_endoplasmic_reticulum
VIT_15s0045g00500,DNA mismatch repair protein Mlh1,K08734,,vv23430Mismatch_repair,
VIT_15s0045g00510,No hit,,,,
VIT_15s0045g00520,No hit,,,,
VIT_15s0045g00530,DNA replication factor C complex subunit 3,K10756,,vv23030DNA_replication,vv23420Nucleotide_excision_repair
VIT_15s0045g00540,Vesicle coat complex COPII  subunit SEC23,K14006,,vv24141Protein_processing_in_endoplasmic_reticulum,vv50110Protein_coat
VIT_15s0045g00550,Unknown protein,,,,
VIT_15s0045g00560,Retrovirus Pol polyprotein,,,,
VIT_15s0045g00570,Transposon,,,,
VIT_15s0045g00580,Reverse transcriptase,,,,
VIT_15s0045g00590,Copia protein,,,,
VIT_15s0045g00600,Copia protein,,,,
VIT_15s0045g00610,Retrovirus Pol polyprotein,,,,
VIT_15s0045g00620,Unknown protein,,,,
VIT_15s0045g00630,Ribosomal protein S15,K02956,,vv23010Ribosome,
VIT_15s0045g00640,R protein  PRF  disease resistance protein,K13453,,vv34627R_proteins_from_Plant-pathogen_interaction,
VIT_15s0045g00650,No hit,,,,
VIT_15s0045g00660,No hit,,,,
VIT_15s0045g00670,Aminopeptidase,,,,
VIT_15s0045g00680,R protein  PRF  disease resistance protein,K13453,,vv34627R_proteins_from_Plant-pathogen_interaction,
VIT_15s0045g00690,No hit,,,,
VIT_15s0045g00700,Retrovirus Pol polyprotein,,,,
VIT_15s0045g00710,R protein disease resistance protein,RPROT,,vv34627R_proteins_from_Plant-pathogen_interaction,
VIT_15s0045g00720,Transposon,,,,
VIT_15s0045g00730,No hit,,,,
VIT_15s0045g00740,Transposon,,,,
VIT_15s0045g00750,Rpp4 candidate 3,,,,
VIT_15s0045g00760,No hit,,,,
VIT_15s0045g00770,Ribosomal protein S15,K02956,,vv23010Ribosome,
VIT_15s0045g00780,No hit,,,,
VIT_15s0045g00790,Retrovirus Pol polyprotein,,,,
VIT_15s0045g00800,No hit,,,,
VIT_15s0045g00810,Disease resistance protein RPR1,,,,
VIT_15s0045g00820,Retrovirus Pol polyprotein,,,,
VIT_15s0045g00830,No hit,,,,
VIT_15s0045g00840,No hit,,,,
VIT_15s0045g00850,Retroelement,,,,
VIT_15s0045g00860,No hit,,,,
VIT_15s0045g00870,Serine/threonine-protein kinase,,,,
VIT_15s0045g00880,R protein  PRF  disease resistance protein,K13453,,vv34627R_proteins_from_Plant-pathogen_interaction,
VIT_15s0045g00890,Transposon,,,,
VIT_15s0045g00900,Retrovirus Pol polyprotein,,,,
VIT_15s0045g00910,Retroelement,,,,
VIT_15s0045g00920,R protein  PRF  disease resistance protein,K13453,,vv34627R_proteins_from_Plant-pathogen_interaction,
VIT_15s0045g00930,Unknown,,,,
VIT_15s0045g00940,No hit,,,,
VIT_15s0045g00950,No hit,,,,
VIT_15s0045g00960,Retrovirus Pol polyprotein,,,,
VIT_15s0045g00970,Transposon,,,,
VIT_15s0045g00980,R protein  PRF  disease resistance protein,K13453,,vv34627R_proteins_from_Plant-pathogen_interaction,
VIT_15s0045g00990,Retrovirus Pol polyprotein,,,,
VIT_15s0045g01000,Retrovirus Pol polyprotein,,,,
VIT_15s0045g01010,R protein  PRF  disease resistance protein,K13453,,vv34627R_proteins_from_Plant-pathogen_interaction,
VIT_15s0045g01020,R protein  PRF  disease resistance protein,K13453,,vv34627R_proteins_from_Plant-pathogen_interaction,
VIT_15s0045g01030,MRP-like ABC transporter MRP6,MRP6,,vv52010ABC_transporters,
VIT_15s0045g01040,KH domain-containing protein,,,,
VIT_15s0045g01050,Retrovirus Pol polyprotein,,,,
VIT_15s0045g01060,No hit,,,,
VIT_15s0045g01070,No hit,,,,
VIT_15s0045g01080,No hit,,,,
VIT_15s0045g01090,Unknown protein,,,,
VIT_15s0045g01100,Transposon  CACTA,,,,
VIT_15s0045g01110,Pre-mRNA splicing factor cwc22,,,,
VIT_15s0045g01120,6-phosphofructokinase,E2_7_1_11,,vv10010Glycolysis,vv10030Pentose_phosphate
VIT_15s0045g01130,DNA-binding protein,,,,
VIT_15s0045g01140,Heavy-metal-associated domain-containing protein,HMAREL,,vv50131Primary_active_transporter_cat_A2_to_A4,
VIT_15s0045g01150,No hit,,,,
VIT_15s0045g01160,Avr9/Cf-9 rapidly elicited protein,,,,
VIT_15s0045g01170,3-hydroxyisobutyryl-CoA hydrolase,E3_1_2_4,,vv10280Valine_leucine_and_isoleucine_degradation,vv10410Beta-alanine_metabolism
VIT_15s0045g01180,Retrovirus Pol polyprotein,,,,
VIT_15s0045g01190,Retrotransposon protein  Unclassified,,,,
VIT_15s0045g01200,Avr9/Cf-9 rapidly elicited protein,,,,
VIT_15s0045g01210,No hit,,,,
VIT_15s0045g01220,Leucine-rich repeat protein kinase,,,,
VIT_15s0045g01230,Phosphatidylinositol N-acetylglucosaminyltransferase subunit,E2_4_1_198,,vv10563Glycosylphosphatidylinositol-anchor_biosynthesis,
VIT_15s0045g01240,No hit,,,,
VIT_15s0045g01250,EIF4-gamma/eIF5/eIF2-epsilon domain-containing protein,K03240,,,
VIT_15s0045g01260,Unknown,,,,
VIT_15s0045g01270,No hit,,,,
VIT_15s0045g01280,NET1-associated nuclear protein 1 UTP17,K14552,,vv23008Ribosome_biogenesis_in_Eukaryotes,
VIT_15s0045g01290,VAMP714 (Vesicle-associated membrane protein 714),K08515,,vv24130SNARE_interactions_in_vesicular_transport,
VIT_15s0045g01300,No hit,,,,
VIT_15s0045g01310,UMP-CMP kinase,E2_7_4_14,,vv10240Pyrimidine_metabolism,
VIT_15s0045g01320,No hit,,,,
VIT_15s0045g01330,Unknown,,,,
VIT_15s0045g01340,Ribosomal protein L18 50S,K02881,,vv23010Ribosome,
VIT_15s0045g01350,Retrovirus Pol polyprotein,,,,
VIT_15s0045g01360,No hit,,,,
VIT_15s0045g01370,Unknown,,,,
VIT_15s0045g01380,No hit,,,,
VIT_15s0045g01390,Protein kinase,,,,
VIT_15s0045g01400,Retrovirus Pol polyprotein,,,,
VIT_15s0045g01410,Retrovirus Pol polyprotein,,,,
VIT_15s0045g01420,Transposon,,,,
VIT_15s0045g01430,No hit,,,,
VIT_15s0045g01440,Eceriferum 1 (CER1 protein) Sterol desaturase,,,,
VIT_15s0045g01450,No hit,,,,
VIT_15s0045g01460,Eceriferum 1 (CER1 protein) Sterol desaturase,,,,
VIT_15s0045g01470,No hit,,,,
VIT_15s0045g01480,No hit,,,,
VIT_15s0045g01490,Isoflavone methyltransferase/Orcinol O-methyltransferase 2 oomt2,E2_1_1_46,,vv10943Isoflavonoid_biosynthesis,
VIT_15s0045g01500,No hit,,,,
VIT_15s0045g01510,Nuclear pore complex protein Nup155 (Nucleoporin 155),K14312,,vv23013RNA_transport,vv50109Incompletely_characterized_transport_systems
VIT_15s0045g01520,Eceriferum 1 (CER1 protein) Sterol desaturase,,,,
VIT_15s0045g01530,Retrotransposable element Tf2,,,,
VIT_15s0045g01540,No hit,,,,
VIT_15s0045g01550,No hit,,,,
VIT_15s0045g01560,Transposon,,,,
VIT_15s0045g01570,Transposon,,,,
VIT_15s0045g01580,No hit,,,,
VIT_15s0045g01590,Eceriferum 1 (CER1 protein) Sterol desaturase,,,,
VIT_15s0045g01600,Eceriferum 1 (CER1 protein) Sterol desaturase,,,,
VIT_15s0046g00010,No hit,,,,
VIT_15s0046g00020,Ubiquitin-protein ligase,,,,
VIT_15s0046g00030,Pentatricopeptide (PPR) repeat,,,,
VIT_15s0046g00040,Calcium-transporting ATPase 2  endoplasmic reticulum-type ECA2,K01537,,vv34020Calcium_signaling_pathway,vv50131Primary_active_transporter_cat_A2_to_A4
VIT_15s0046g00050,Arginine/serine-rich splicing factor RSP31 (RSP31),,,,
VIT_15s0046g00060,Arginine/serine-rich splicing factor RSP31 (RSP31),,,,
VIT_15s0046g00070,PBP1 (pinoid-binding protein 1),PBP1,,vv50004Auxin_transport,
VIT_15s0046g00080,Yippee,,,,
VIT_15s0046g00090,DNA-directed RNA polymerase III subunit C11,K03019,,vv23020RNA_polymerase,
VIT_15s0046g00100,WNK kinase 6,,,,
VIT_15s0046g00110,GHMP kinase,,,,
VIT_15s0046g00120,Unknown protein,,,,
VIT_15s0046g00130,Aluminum activated malate transporter 1,ALMT1,,vv50125Porters_cat_66_to_94,
VIT_15s0046g00140,ORMDL protein,,,,
VIT_15s0046g00150,DOF affecting germination 1,DAG1_1,,vv60015C2C2-DOF,
VIT_15s0046g00160,WD-40 repeat,,,,
VIT_15s0046g00170,MYBPA1 protein [Vitis vinifera],MYBPA1,MYBPA1,vv60044MYB,
VIT_15s0046g00180,Pyridoxine 5'-phosphate oxidase,E1_4_3_5,,vv10750Vitamin_B6_metabolism,
VIT_15s0046g00190,Laccase,E1_10_3_2,,vv11000Single_reactions,vv50109Incompletely_characterized_transport_systems
VIT_15s0046g00200,Unknown protein,,,,
VIT_15s0046g00210,Beta-fructofuranosidase,E3_2_1_26,,vv10052Galactose_metabolism,vv10500Starch_and_sucrose_metabolism
VIT_15s0046g00220,Kinesin light chain,K10407,,vv44810Regulation_of_actin_cytoskeleton,
VIT_15s0046g00230,Lateral organ boundaries protein 1,LBD1_1,,vv60007AS2,
VIT_15s0046g00240,Lateral organ boundaries protein 1,LBD1_2,,vv60007AS2,
VIT_15s0046g00250,Transducin protein,,,,
VIT_15s0046g00260,Unknown protein,,,,
VIT_15s0046g00270,fiber protein Fb11,,,,
VIT_15s0046g00280,Unknown,,,,
VIT_15s0046g00290,Auxin response factor 18,ARF18,,vv30003Auxin_signaling,vv60004ARF
VIT_15s0046g00300,Importin-alpha re-exporter,IMPREL,,vv50109Incompletely_characterized_transport_systems,vv50112Nuclear_pore_complex
VIT_15s0046g00310,Transcription factor TINY,ERF023,VvERF015,vv30008Ethylene_signaling,vv60003AP2_EREBP
VIT_15s0046g00320,Myc2 bHLH protein,MYC2_2,,vv30011Jasmonate_signaling,vv34626Plant-pathogen_interaction
VIT_15s0046g00330,CYP703A2,,,,
VIT_15s0046g00340,Transcription factor jumonji (jmjC) domain-containing protein,JMJD1B_4,,vv60038Jumonji,
VIT_15s0046g00350,Molybdopterin biosynthesis protein CNX3,K03637,,vv10790Folate_biosynthesis,
VIT_15s0046g00360,Aspartyl protease,E3_4_23_x,,,
VIT_15s0046g00370,Unknown protein,,,,
VIT_15s0046g00380,Seven in absentia (SINA) family protein,K04506,,vv24120Ubiquitin_mediated_proteolysis,
VIT_15s0046g00390,Seven in absentia SINA4,K04506,,vv24120Ubiquitin_mediated_proteolysis,
VIT_15s0046g00400,Seven in absentia SINA4,K04506,,vv24120Ubiquitin_mediated_proteolysis,
VIT_15s0046g00410,Seven in absentia SINA1p,K04506,,vv24120Ubiquitin_mediated_proteolysis,
VIT_15s0046g00420,EMB1703,,,,
VIT_15s0046g00430,Harpin-induced 1,,,,
VIT_15s0046g00440,Phosphatidylinositol 3- and 4-kinase / ubiquitin,,,,
VIT_15s0046g00450,Phosphatidic acid Phosphatase,E3_1_3_4,,vv10561Glycerolipid_metabolism,vv10564Glycerophospholipid_metabolism
VIT_15s0046g00460,Phosphate/phosphoenolpyruvate translocator protein,PTLREL,,vv50122Porters_cat_7_to_17,
VIT_15s0046g00470,Dynamin-like protein 2b,E3_6_5_5,,vv50109Incompletely_characterized_transport_systems,vv50110Protein_coat
VIT_15s0046g00480,Wax synthase,E2_3_1_75,,vv11000Single_reactions,
VIT_15s0046g00490,Wax synthase,E2_3_1_75,,vv11000Single_reactions,
VIT_15s0046g00500,Wax synthase,E2_3_1_75,,vv11000Single_reactions,
VIT_15s0046g00510,Wax synthase,E2_3_1_75,,vv11000Single_reactions,
VIT_15s0046g00520,Wax synthase,E2_3_1_75,,vv11000Single_reactions,
VIT_15s0046g00530,Retrovirus Pol polyprotein,,,,
VIT_15s0046g00540,Retrovirus Pol polyprotein,,,,
VIT_15s0046g00550,Wax synthase,E2_3_1_75,,vv11000Single_reactions,
VIT_15s0046g00560,Retroelement,,,,
VIT_15s0046g00570,Wax synthase,E2_3_1_75,,vv11000Single_reactions,
VIT_15s0046g00580,No hit,,,,
VIT_15s0046g00590,Wax synthase,E2_3_1_75,,vv11000Single_reactions,
VIT_15s0046g00600,No hit,,,,
VIT_15s0046g00610,No hit,,,,
VIT_15s0046g00620,No hit,,,,
VIT_15s0046g00630,Wax synthase,E2_3_1_75,,vv11000Single_reactions,
VIT_15s0046g00640,Wax synthase,E2_3_1_75,,vv11000Single_reactions,
VIT_15s0046g00650,Wax synthase,E2_3_1_75,,vv11000Single_reactions,
VIT_15s0046g00660,Wax synthase,E2_3_1_75,,vv11000Single_reactions,
VIT_15s0046g00670,No hit,,,,
VIT_15s0046g00680,Wax synthase,E2_3_1_75,,vv11000Single_reactions,
VIT_15s0046g00690,Retrovirus Pol polyprotein,,,,
VIT_15s0046g00700,Wax synthase,E2_3_1_75,,vv11000Single_reactions,
VIT_15s0046g00710,Wax synthase,E2_3_1_75,,vv11000Single_reactions,
VIT_15s0046g00720,Unknown protein,,,,
VIT_15s0046g00730,Auxin-responsive protein,AUXREG,,vv30003Auxin_signaling,
VIT_15s0046g00740,Tetratricopeptide repeat (TPR)-containing,,,,
VIT_15s0046g00750,Root hair initiation protein root hairless 1 (RHL1),,,,
VIT_15s0046g00760,Histone-lysine N-methyltransferase ATX5,E2_1_1_43ATXR5_1,,vv10300Lysine_biosynthesis,vv60048PHD
VIT_15s0046g00770,Retrovirus Pol polyprotein,,,,
VIT_15s0046g00780,MADS-box agamous-like 44,AGL44_1,,vv60042MADS,
VIT_15s0046g00790,Unknown protein,,,,
VIT_15s0046g00800,S-locus lectin protein kinase,,,,
VIT_15s0046g00810,Serine/threonine protein phosphatase 1; PP1,K06269,,vv10500Starch_and_sucrose_metabolism,
VIT_15s0046g00820,Unknown protein,,,,
VIT_15s0046g00830,No hit,,,,
VIT_15s0046g00840,CYP71B2,,,,
VIT_15s0046g00850,Unknown,,,,
VIT_15s0046g00860,Unknown protein,,,,
VIT_15s0046g00870,Cleavage and polyadenylation specificity factor (CPSF) A subunit,,,,
VIT_15s0046g00880,Retrovirus Pol polyprotein,,,,
VIT_15s0046g00890,No hit,,,,
VIT_15s0046g00900,Unknown protein,,,,
VIT_15s0046g00910,Serine/threonine protein phosphatase 1; PP1,K06269,,vv10500Starch_and_sucrose_metabolism,
VIT_15s0046g00920,Unknown protein,,,,
VIT_15s0046g00930,Zinc finger (C3HC4-type ring finger),ZFC3HC4_170,,vv60078Other_zf-C3HC4,
VIT_15s0046g00940,Ubiquitin family,,,,
VIT_15s0046g00950,Autophagy protein Apg6,ATG6,,vv44140Regulation_of_autophagy,
VIT_15s0046g00960,Beclin 1 protein [Vitis vinifera],,,,
VIT_15s0046g00970,Lipid transfer protein,LTP,,,
VIT_15s0046g00980,Cyclic nucleotide-regulated ion channel 1,K05391_CNGC1,,vv34626Plant-pathogen_interaction,vv50101Channels_and_pores
VIT_15s0046g00990,Unknown protein,,,,
VIT_15s0046g01000,Trehalose-6-phosphate phosphatase,E3_1_3_12,,vv10500Starch_and_sucrose_metabolism,
VIT_15s0046g01010,DEAD box RNA helicase (RH26),RH26,,vv23040Spliceosome,vv50133Primary_active_transporter_cat_A9_to_A18
VIT_15s0046g01020,Nucleotidyltransferase,E2_7_7_x,,,
VIT_15s0046g01030,Zinc finger (CCCH-type/C3HC4-type ring finger) family protein,CCCHFAM_29,,vv60018C3H,
VIT_15s0046g01040,Lipase class 3,,,,
VIT_15s0046g01050,Abscisic acid receptor PYL9  RCAR1,RCAR1,,vv30001ABA_signaling,
VIT_15s0046g01060,Pentatricopeptide (PPR) repeat,,,,
VIT_15s0046g01070,Ubiquitin thiolesterase,,,,
VIT_15s0046g01080,Glycosyl hydrolase family 18,,,,
VIT_15s0046g01090,Hydroxyproline-rich glycoprotein,HRGP,,vv40006Cell_wall,
